timestamp,media_mic,std_mic,media_ax,std_ax,media_ay,std_ay,media_az,std_az
201110,3.7600,2.9703,-0.1600,1.1688,0.2762,1.1088,8.5812,0.3695
202039,5.5600,4.4907,0.2008,1.5097,0.3483,1.2872,8.5828,0.3634
202953,5.6800,3.5857,-0.4095,1.1546,0.4503,1.0771,8.4996,0.3967
203881,5.9600,4.2847,0.1287,1.4159,0.6041,0.9880,8.5922,0.4470
204795,4.6400,3.1097,-0.0643,1.2036,0.4299,0.8290,8.6895,0.4131
205724,5.3200,3.8958,-0.1679,1.0714,1.0779,1.0450,8.5906,0.3971
206653,6.3200,5.1824,-0.0847,1.3763,-0.0126,0.8406,8.5922,0.4292
207595,4.6400,3.0709,-0.1130,0.9538,0.5131,1.0444,8.6910,0.4381
208524,3.5200,2.4186,-0.0533,0.9158,0.7594,0.9554,8.6738,0.2799
209453,4.5600,3.9505,-0.4268,1.3561,0.6119,0.8564,8.6659,0.4037
210381,3.4400,2.9405,0.0204,1.2749,0.1036,0.7811,8.6032,0.3240
211295,4.8800,3.3145,-0.0439,1.1112,0.2652,0.7680,8.5640,0.3435
212224,4.6000,3.7523,0.1789,1.1603,0.8347,0.9647,8.8134,0.4115
213138,5.4400,3.5562,-0.2667,1.1409,0.6465,1.2341,8.5953,0.4065
214067,5.4400,2.9810,-0.1569,1.4481,0.5131,0.9547,8.6424,0.4166
214995,6.3600,3.6429,-0.3421,1.2512,0.9838,1.1359,8.5357,0.3740
215923,4.6800,3.2338,0.0173,1.5778,0.1491,1.1434,8.5153,0.4464
216838,4.3200,3.2951,-0.3154,1.2825,0.7845,0.8731,8.6142,0.4508
217766,5.1600,3.9363,-0.3593,1.4888,0.1004,1.1209,8.5734,0.4330
218695,3.6000,2.1909,-0.3625,1.4869,0.9383,1.3054,8.7601,0.4376
219623,5.2800,3.7151,-0.1600,1.4628,0.4284,1.1314,8.6769,0.3882
220552,7.0800,5.2377,-0.0188,1.3501,0.6841,0.9458,8.5938,0.4142
221480,4.3200,3.3433,-0.3154,1.0581,0.6951,0.6912,8.7067,0.3810
222409,3.9600,3.2922,-0.5288,1.0209,0.4158,0.9707,8.5859,0.3783
223337,4.8000,4.1569,-0.2212,1.2475,0.5617,1.0331,8.6157,0.3052
224266,5.0800,4.0489,-0.3562,1.0198,0.7249,0.7324,8.6926,0.3650
225195,4.6000,3.7947,-0.2212,1.1810,0.6386,0.7683,8.6408,0.3027
226123,4.8800,3.1789,-0.2040,1.0356,0.4284,1.3925,8.4933,0.4648
227052,3.7600,2.6424,-0.0816,1.3413,0.7296,0.8490,8.6487,0.3458
227980,6.9200,3.7194,0.0533,1.1163,0.5868,1.0534,8.6361,0.3759
228894,4.4800,3.0347,-0.4660,0.9420,0.2479,0.9596,8.5263,0.3567
229823,5.2000,3.2249,-0.0612,1.2894,0.5978,0.8222,8.6628,0.4226
230752,4.8800,3.5363,-0.3499,1.1765,0.5664,1.0221,8.5891,0.3220
231680,4.0000,3.0984,-0.1789,1.2881,0.7924,0.8089,8.6816,0.2956
232608,4.2000,2.8000,-0.2463,1.1351,0.5853,0.9758,8.6126,0.3631
233537,5.4800,3.9711,-0.1271,1.5683,0.7249,1.0212,8.6330,0.4153
234466,3.9200,2.7989,-0.2291,1.4329,0.7202,0.9046,8.5624,0.3806
235395,4.0400,3.2922,-0.1914,1.4670,0.4440,0.9957,8.5483,0.4285
236322,4.5600,3.7211,0.0455,1.1477,0.4582,0.9321,8.6550,0.3748
237237,7.9200,4.6641,-0.0910,1.1008,0.4660,1.0833,8.6314,0.3333
238166,4.5200,3.3361,-0.1098,0.8801,0.7579,0.6885,8.5467,0.4782
239094,5.5600,4.8090,-0.1145,1.2313,0.5727,1.0805,8.7146,0.3691
240022,5.3600,3.5875,-0.2307,1.0281,0.5272,0.8532,8.8244,0.5283
240951,4.3600,3.9586,0.1726,1.1269,0.4362,1.3178,8.5640,0.4669
241865,5.6400,4.3715,-0.1930,0.9333,0.7045,1.1885,8.7224,0.4162
242794,4.0400,3.8934,0.0424,1.3244,0.4472,1.1242,8.5388,0.5055
243708,4.0800,2.7265,0.1302,0.9419,0.5853,1.1887,8.5608,0.4698
244622,4.4800,3.4655,-0.0204,1.0764,0.9791,0.9070,8.5906,0.3800
245551,6.0000,3.4986,-0.1444,1.0302,0.9477,0.8623,8.6785,0.3825
246479,5.5200,4.0311,-0.3013,1.1736,0.1679,1.2609,8.4918,0.4412
247408,3.4400,2.1369,-0.1663,1.2525,0.3797,1.1120,8.6440,0.3468
248336,4.6000,3.0199,-0.2714,0.9603,0.7955,1.2297,8.6659,0.3663
249265,4.4800,3.4770,-0.0706,0.9739,0.7484,0.8973,8.6785,0.3099
250193,4.3200,2.6940,-0.1412,1.4728,0.7453,0.7964,8.6675,0.4161
251122,3.6800,2.5569,-0.3013,0.9267,0.5649,0.9992,8.6424,0.3737
252050,6.3200,4.2400,0.1051,0.9891,0.8661,1.2285,8.4510,0.4560
252964,4.0800,2.9519,-0.0926,1.2622,0.6825,1.1231,8.6000,0.4295
253893,5.8800,4.0824,-0.4801,0.9659,0.5586,1.1097,8.5153,0.3803
254822,4.7600,3.2160,-0.0078,1.3710,0.8238,0.9172,8.7679,0.4484
255750,6.1200,4.0824,-0.0188,0.7265,0.5021,1.1657,8.5514,0.4055
256678,4.3600,3.0316,-0.0910,0.8940,0.5696,0.9257,8.4839,0.3644
257607,5.5200,3.8794,-0.4284,1.3650,0.3468,0.6737,8.4871,0.4159
258536,5.0400,2.3576,0.0235,1.0371,0.5084,0.7938,8.7428,0.3415
259450,6.7200,4.2097,0.0078,0.8935,0.5429,1.0841,8.6330,0.3785
260364,5.3600,4.4351,0.1851,1.0885,0.4864,1.1061,8.6612,0.4101
261278,6.1200,3.8191,-0.2181,1.0674,0.5711,0.7934,8.5169,0.4012
262207,5.6800,3.0295,-0.3373,1.1742,0.7108,0.7990,8.6471,0.4580
263136,5.1600,4.5403,-0.4770,0.7629,0.8002,1.1441,8.5388,0.5125
264064,5.4800,3.6564,-0.3530,0.7972,0.7892,0.9419,8.6346,0.4723
264992,4.4800,2.5631,0.0957,0.9017,0.1851,1.0225,8.5373,0.3800
265907,5.8000,4.7582,-0.1648,0.8973,0.4111,0.7647,8.6095,0.4276
266835,4.9200,4.1077,-0.0581,0.8959,0.4707,1.1870,8.6722,0.3538
267764,5.4400,4.3550,-0.6025,0.9604,0.4111,1.0388,8.4729,0.4194
268692,5.6400,3.8040,-0.2573,1.0481,0.5900,0.9071,8.5530,0.3108
269621,4.3200,3.5295,-0.0941,1.1176,0.5429,0.8958,8.6236,0.4287
270550,4.8400,2.8939,-0.1240,0.9845,0.5900,0.9130,8.5765,0.4067
271478,6.2000,4.8332,-0.2103,0.9699,0.5068,0.8617,8.5153,0.4040
272406,4.0400,3.2800,-0.0188,1.1859,0.5492,1.1091,8.6534,0.3983
273335,6.2000,4.3726,-0.0737,1.1516,0.5241,0.8372,8.7303,0.4585
274264,4.0400,2.6755,-0.2573,0.9111,0.4080,0.8385,8.6722,0.4026
275192,3.6000,3.1496,-0.1334,0.9785,0.4927,0.9702,8.6220,0.3949
276121,3.6400,2.5594,-0.3405,0.7494,0.6888,0.7767,8.6346,0.4591
277049,4.4800,2.8301,-0.2824,0.9014,0.5774,0.8940,8.5624,0.4343
277978,6.3600,6.0125,-0.1538,1.1327,0.4174,1.0079,8.6440,0.3407
278906,4.2400,2.4047,-0.1475,1.3719,0.5539,0.8644,8.6722,0.3793
279835,7.0000,4.7074,-0.0267,1.0245,0.6716,1.0324,8.6157,0.3567
280763,5.4800,4.4283,-0.0016,1.0483,0.4692,1.0045,8.5467,0.3558
281692,3.3200,3.0162,-0.1224,0.9003,0.7014,0.8291,8.7162,0.3175
282620,5.2400,3.7977,-0.1192,1.0788,0.6229,0.7861,8.6236,0.3637
283549,5.6400,4.3807,0.1192,0.9774,0.6778,0.7300,8.6251,0.3447
284463,5.8400,5.1744,-0.1240,0.6965,0.5068,0.6789,8.5122,0.3257
285391,3.4800,2.5631,0.0345,1.1891,0.4362,0.8133,8.5373,0.4100
286306,5.3200,2.9219,-0.1569,1.2410,0.4629,0.8092,8.5012,0.4444
287235,4.4800,3.1384,-0.0957,1.0893,0.3232,0.9595,8.5043,0.4641
288162,4.5600,3.2010,0.1428,0.9146,0.3342,1.0423,8.4808,0.3445
289077,4.9600,4.4405,-0.1491,0.9037,0.4864,0.9922,8.6095,0.3766
290006,5.9600,4.7873,0.0847,0.9427,0.2071,0.8597,8.4667,0.4358
290920,4.8000,3.7310,-0.2181,0.9470,0.5931,0.8199,8.5985,0.3850
291849,6.4800,3.8897,-0.0282,0.8945,0.4958,1.1080,8.6079,0.4074
