timestamp,media_mic,std_mic,media_ax,std_ax,media_ay,std_ay,media_az,std_az
292776,5.8000,4.4000,-0.1710,1.0457,0.6920,1.1247,8.5640,0.3175
293705,6.5200,4.6400,-0.0345,1.0225,0.3656,0.9364,8.6095,0.4333
294634,5.9200,4.5600,-0.0800,1.1009,0.5382,1.0367,8.6785,0.3682
295563,4.8000,3.7202,-0.2008,0.9638,0.6041,0.8805,8.6518,0.3959
296491,4.2800,3.2927,-0.0973,0.8923,0.5429,0.8145,8.5922,0.3488
297419,5.6000,3.7842,-0.0141,0.7201,0.4895,0.7066,8.5577,0.3605
298348,5.3200,4.3425,-0.3483,0.6189,0.6151,0.8897,8.5420,0.3786
299277,5.5200,3.7749,-0.0753,0.7974,0.6104,0.7568,8.6000,0.3123
300206,5.7200,3.1435,-0.2683,1.0752,0.6198,0.8905,8.6754,0.4613
301133,4.0000,2.4000,-0.0549,1.0432,0.3044,1.0376,8.5137,0.4461
302062,3.8800,3.6146,-0.5696,0.8927,0.5272,0.8361,8.5310,0.3398
302991,5.0000,4.9153,-0.1695,1.0090,0.5225,0.8439,8.6628,0.4546
303920,5.4800,3.9912,0.0910,0.7919,0.6449,0.7284,8.5749,0.3179
304833,4.4800,3.0347,0.0424,0.9855,0.4786,0.9905,8.6581,0.3966
305747,6.1600,5.9912,-0.1428,0.8913,0.4472,0.7015,8.5702,0.3362
306676,7.7600,5.5949,-0.2244,0.8627,0.4770,0.7325,8.5247,0.3891
307605,5.7600,3.7871,-0.1051,0.7456,0.6935,0.7788,8.5781,0.3543
308534,6.1600,3.7060,-0.3154,0.7928,0.4472,0.8057,8.6440,0.3550
309462,4.3200,3.3552,0.1804,0.8415,0.4535,0.8453,8.6565,0.3791
310376,4.8400,3.6407,-0.0220,0.9734,0.5476,0.7976,8.5263,0.3016
311305,4.7200,3.3648,-0.0220,1.0894,0.3468,0.8027,8.5953,0.3719
312233,5.6400,3.3332,-0.4017,0.8531,0.5884,0.7952,8.6832,0.3991
313161,5.9200,4.6037,-0.1255,0.6632,0.8394,0.6307,8.4949,0.3853
314090,4.7600,3.7766,-0.1271,0.8413,0.3342,0.6677,8.6330,0.5375
315019,5.5200,3.8587,-0.1145,0.9432,0.6841,0.7782,8.5781,0.4220
315948,6.1600,5.0650,-0.0502,1.1421,0.4456,0.8245,8.5781,0.4418
316875,4.5200,4.4192,-0.3797,0.6168,0.6904,0.7056,8.6095,0.2861
317804,5.2400,3.7017,-0.0565,0.9907,0.2966,0.9926,8.6299,0.4996
318733,5.0000,3.6000,-0.1836,1.1992,0.6261,0.7917,8.6550,0.3496
319662,6.6800,5.3868,-0.1757,1.0881,0.5947,0.7796,8.4651,0.3150
320589,4.3600,3.5313,0.0989,0.9688,0.5554,0.7671,8.5577,0.3994
321504,4.5600,3.5562,0.2824,0.9656,0.4723,0.7896,8.6000,0.3472
322418,2.8400,2.2033,-0.2793,0.7962,0.5884,0.9010,8.5545,0.4621
323347,5.2400,3.0891,-0.2024,1.1463,0.4331,0.8756,8.4243,0.3638
324276,4.7600,2.9021,-0.3734,0.9976,0.4895,0.7296,8.4933,0.4190
325203,7.0400,4.0544,-0.3154,1.0307,0.6072,0.7405,8.5451,0.2907
326132,4.8000,3.7202,-0.0518,0.8881,0.6229,0.6420,8.6785,0.3984
327061,3.4800,2.8583,-0.0471,1.1740,0.5664,0.7532,8.4902,0.4785
327990,4.5200,2.9681,-0.1538,0.8131,0.6449,0.5736,8.4431,0.3663
328918,5.8400,4.2396,-0.1742,0.7347,0.5821,0.7082,8.6863,0.3871
329846,4.1600,3.1960,0.1459,0.8653,0.7735,0.7345,8.5545,0.4639
330761,5.8400,3.6297,0.1381,1.2548,0.5335,0.9345,8.5938,0.3916
331675,4.8800,3.4096,-0.0800,0.9087,0.6512,0.7973,8.6377,0.4898
332604,4.9200,2.9383,0.0392,0.9213,0.5507,0.6005,8.5891,0.3775
333517,5.9600,4.0148,0.1396,1.0662,0.4221,0.7397,8.4777,0.3858
334432,4.4000,3.4641,0.0785,0.7840,0.4472,0.8602,8.5608,0.4244
335346,5.2400,3.4442,0.0314,1.1283,0.5649,0.7514,8.6079,0.4296
336261,4.3200,3.3072,-0.0141,1.1011,0.7610,0.7190,8.4510,0.3358
337189,3.9600,3.6053,0.0643,0.8331,0.5178,0.6605,8.5953,0.5159
338103,5.2400,4.4657,-0.0690,0.9754,0.4676,0.8187,8.6408,0.3796
339032,4.6000,3.1875,0.0989,1.0240,0.5507,0.8541,8.6754,0.3403
339946,6.0400,4.4495,-0.3170,0.7227,0.4582,0.8083,8.6126,0.4567
340875,4.7200,3.8525,-0.0377,0.9908,0.6276,0.8962,8.4494,0.3479
341804,4.3600,3.0316,-0.2840,0.7410,0.5037,0.6291,8.4949,0.3864
342731,4.9200,3.4632,-0.3546,0.8762,0.5507,0.6651,8.4651,0.3273
343660,5.0000,2.9799,0.0769,1.0536,0.3687,0.9199,8.6204,0.3301
344574,6.7600,4.3107,-0.4801,0.6700,0.7202,0.6860,8.7334,0.4163
345503,4.0000,2.4000,-0.2307,1.0094,0.5445,0.7378,8.7099,0.3984
346431,5.2800,4.0449,-0.0581,1.0640,0.5366,0.8483,8.5483,0.4489
347360,4.4400,2.8856,-0.2824,1.1073,0.5382,0.7273,8.5530,0.4621
348289,4.2000,3.2373,-0.0832,1.0511,0.3311,0.7772,8.5969,0.4612
349217,4.5600,3.5336,-0.2730,0.8837,0.5147,0.8382,8.6173,0.5191
350146,4.6800,3.2462,0.1145,0.8187,0.4268,0.6385,8.4463,0.4037
351059,4.6800,3.0426,-0.1475,0.8269,0.6166,0.6332,8.6032,0.4424
351988,6.0000,3.5440,-0.1506,0.8778,0.6104,0.7074,8.6502,0.2979
352917,5.1200,3.5476,-0.1192,0.9941,0.5806,0.7834,8.5545,0.3183
353845,4.7600,2.9703,-0.0047,0.8061,0.5758,0.7308,8.6910,0.4544
354774,6.0800,3.6543,-0.2479,0.7903,0.6182,0.6338,8.6518,0.3521
355702,4.1600,2.9486,-0.1428,0.8796,0.6010,0.8273,8.5922,0.4139
356631,6.0400,3.7254,-0.0533,0.9735,0.5194,0.6372,8.4761,0.4454
357559,4.2800,3.4816,-0.2228,0.7960,0.4519,0.9641,8.5090,0.4657
358488,3.6000,3.2000,0.0126,1.1745,0.4895,0.8837,8.5938,0.5291
359402,4.2400,2.9703,-0.2040,0.6479,0.6261,0.4639,8.6267,0.3941
360331,5.5200,2.9949,-0.3562,0.5722,0.5209,0.5186,8.5859,0.3805
361260,4.6000,3.4986,-0.0722,0.6550,0.5633,0.7447,8.6440,0.3870
362187,4.5600,3.0342,-0.1051,0.6565,0.6182,0.5522,8.5655,0.4866
363116,4.6800,2.5725,-0.2228,0.7807,0.6292,0.7153,8.5216,0.4398
364045,4.1200,2.5506,-0.0204,0.7014,0.6810,0.7379,8.5012,0.4035
364974,4.3600,3.1481,-0.1208,0.6951,0.8128,0.6167,8.5059,0.3234
365901,3.3200,2.4285,-0.1444,1.0479,0.5052,0.7076,8.5247,0.4584
366830,4.4000,3.8053,-0.0094,0.9178,0.3813,0.7779,8.6455,0.3706
367759,5.8800,4.1983,-0.1632,0.8046,0.6417,0.6189,8.6895,0.3265
368688,4.1600,3.4949,-0.1271,0.5079,0.6857,0.6203,8.6314,0.4866
369615,6.0000,3.8262,-0.1067,0.8075,0.6119,0.7494,8.6393,0.4705
370544,4.2000,3.5889,-0.0549,0.9073,0.5005,0.7548,8.4871,0.4503
371473,6.4000,4.5519,-0.0989,0.6178,0.5209,0.6789,8.6424,0.4322
372402,5.2400,3.1020,0.2040,1.1420,0.4440,0.7607,8.5122,0.3940
373316,4.3200,2.9762,-0.1004,1.0971,0.4739,0.7790,8.5200,0.4381
374244,3.9600,2.6454,-0.0659,0.9259,0.5492,0.5581,8.6455,0.3683
375173,4.4000,3.9192,-0.1773,0.8766,0.5241,0.6808,8.5279,0.3304
376101,4.7600,3.4442,0.0078,1.0181,0.5806,0.6943,8.6863,0.3517
377016,4.6800,3.5969,-0.0282,0.8295,0.5586,0.6704,8.6377,0.4923
377944,5.1600,3.7702,-0.0345,1.0757,0.6684,0.8583,8.5922,0.3311
378872,4.6400,3.2110,-0.1161,1.2035,0.5696,0.7448,8.6565,0.3428
379801,4.5600,3.9098,0.1491,0.7685,0.5633,0.6289,8.6581,0.3424
380716,5.5200,3.8897,-0.0737,1.0537,0.4315,0.7746,8.4635,0.3537
381644,4.4400,3.4995,-0.0031,0.9769,0.5366,0.7876,8.4996,0.4824
382572,4.5600,3.0994,0.0251,0.9109,0.5162,0.6826,8.5294,0.4484
383486,5.4000,3.8053,-0.2401,0.7375,0.6747,0.6310,8.6989,0.3172
384415,4.4000,2.3833,0.0361,0.6715,0.5335,0.7549,8.6895,0.3794
385330,4.8000,3.3941,-0.0659,0.8763,0.5837,0.6765,8.5169,0.3729
386257,4.1600,3.1960,0.0031,1.1611,0.6229,0.6708,8.5859,0.4662
387172,4.7600,3.3380,-0.0392,0.8456,0.6763,0.8061,8.6863,0.4200
388101,4.7200,4.2192,-0.0549,0.8825,0.5994,0.6989,8.6550,0.4786
389029,4.8400,3.5177,-0.3373,0.8224,0.6182,0.4477,8.5420,0.4772
389958,5.9200,3.0584,-0.2275,0.8661,0.5225,0.8000,8.6173,0.4440
390886,5.4800,4.1964,-0.2479,0.6967,0.5727,0.6044,8.5969,0.3807
391815,3.7600,3.1532,-0.1663,1.0317,0.4597,0.8088,8.5702,0.3358
392743,5.4400,3.3833,-0.1648,0.8742,0.3436,0.7640,8.4008,0.4221
393672,5.1600,4.1249,-0.2024,0.8883,0.5021,0.6440,8.5483,0.3562
394600,3.6800,2.7672,-0.2008,0.7495,0.6355,0.7350,8.5828,0.3711
395529,4.5600,3.3476,0.0439,1.0416,0.6982,0.7519,8.7067,0.4591
396443,4.2400,3.6909,-0.2040,0.9217,0.5539,0.6364,8.6079,0.3547
397372,4.8000,3.3705,-0.0267,0.8884,0.4519,0.7988,8.5341,0.4597
398300,4.6400,3.5200,0.0251,1.0748,0.6794,0.6080,8.6487,0.4545
399214,5.8400,4.1151,-0.0549,0.9103,0.5633,0.6655,8.4761,0.4330
400143,6.0400,5.9295,-0.0832,1.3389,0.6025,0.6768,8.5184,0.4818
401072,5.7600,4.6414,-0.1083,0.7038,0.7186,0.7051,8.5985,0.3753
402000,4.9200,5.0273,0.0471,0.7056,0.7343,0.5968,8.5749,0.3105
402914,5.2400,3.9322,-0.0439,1.0221,0.6119,0.6336,8.5718,0.4661
403843,4.2800,2.3241,-0.1553,0.9741,0.7171,0.6961,8.6016,0.4472
404771,4.8000,4.3909,0.0769,0.9586,0.6653,0.6088,8.6236,0.3656
405686,3.8400,2.7082,-0.0706,0.7247,0.7594,0.5831,8.6785,0.4057
406614,4.8000,3.5553,0.0894,0.9903,0.6151,0.8531,8.6503,0.3314
407528,6.0800,5.2377,-0.0251,0.8420,0.5492,0.6348,8.6785,0.5499
408457,2.8000,2.1541,-0.1914,0.9348,0.6339,0.6548,8.6016,0.4477
409385,4.3200,2.9762,-0.1600,0.7228,0.6810,0.6342,8.5938,0.4034
410314,3.8000,3.0332,-0.0251,0.9500,0.4943,0.8008,8.4557,0.3297
411242,4.0000,3.9799,-0.2620,0.5926,0.7798,0.5793,8.5545,0.4258
412171,6.4000,4.3267,-0.0486,0.8029,0.6245,0.7440,8.5969,0.4669
413100,4.3600,3.1608,0.0078,1.1171,0.5649,0.6982,8.5655,0.4924
414014,7.5200,4.4102,0.0267,0.8349,0.7390,0.6155,8.6126,0.4007
414927,4.4400,3.1123,-0.0298,1.0911,0.4252,0.7004,8.4792,0.4910
415856,3.1200,2.9164,-0.1757,0.9502,0.5398,0.6375,8.6157,0.4789
416785,5.8000,3.5553,-0.1616,0.8165,0.4032,0.8006,8.6251,0.3395
417714,4.0000,3.8781,-0.0455,0.5632,0.6888,0.6005,8.6408,0.3882
418642,4.0800,2.8273,0.0110,1.0433,0.7688,0.5790,8.6958,0.4704
419556,5.8400,4.9127,-0.1648,0.7905,0.8598,0.5993,8.5781,0.3293
420485,5.0000,3.0463,0.1428,0.8628,0.5382,0.7009,8.6879,0.3416
421399,3.7600,3.3856,-0.0424,1.0553,0.3609,0.6939,8.7114,0.3595
422328,6.9200,4.2701,-0.1961,0.8520,0.4817,0.7510,8.5906,0.4263
423257,3.6800,3.1840,-0.1600,0.9699,0.6763,0.7659,8.6110,0.4585
424184,4.5600,3.4880,-0.1946,0.8864,0.5853,0.6290,8.5294,0.3354
425113,4.9600,3.8624,0.0785,0.9359,0.7437,0.6561,8.6910,0.4579
426028,5.5600,3.4880,-0.1036,0.8598,0.4080,0.7025,8.5232,0.3392
426956,5.3200,3.5521,-0.2918,0.9248,0.4895,0.6436,8.4070,0.3998
427884,2.8000,2.4495,-0.4660,0.8399,0.5099,0.6682,8.5938,0.5286
428813,6.0400,3.3998,0.0989,0.9743,0.4692,0.8450,8.5263,0.5449
429727,6.2800,3.9952,-0.2714,0.7089,0.5084,0.7222,8.4321,0.4315
430656,4.6000,3.7736,-0.1271,0.6999,0.5288,0.5719,8.5922,0.4192
431584,4.4000,3.0984,0.1695,0.8122,0.6057,0.6639,8.6471,0.4382
432498,4.1200,3.4330,-0.2181,0.7425,0.4362,0.6859,8.4086,0.3918
433427,4.7600,4.5014,-0.0094,0.8359,0.5178,0.6517,8.5734,0.3864
434356,3.9200,3.0453,-0.0753,0.7527,0.7014,0.6748,8.7350,0.3661
435284,5.8400,3.0289,-0.0518,1.0267,0.2667,0.7530,8.5028,0.5250
436212,4.7600,3.3500,-0.1553,0.9068,0.7218,0.8008,8.6283,0.5741
437141,5.2800,4.3499,-0.1585,0.9164,0.5021,0.6471,8.5357,0.3414
438070,3.1600,2.7522,0.0267,1.2053,0.6402,0.8591,8.4918,0.5657
438984,4.5200,3.4423,-0.0549,0.9774,0.4535,0.6740,8.5734,0.4720
439912,4.3600,3.5987,-0.2134,0.9965,0.5115,0.7360,8.6628,0.5158
440841,4.7200,3.5947,-0.1867,0.8974,0.5335,0.6302,8.5200,0.4550
441769,5.4800,3.8587,-0.2008,0.6060,0.5915,0.8585,8.5059,0.4494
442698,5.0800,4.2607,-0.0063,0.7907,0.6825,0.5785,8.6424,0.4011
443626,3.8800,3.3505,0.1098,1.0684,0.4393,0.7353,8.5106,0.5023
444540,4.6800,3.6630,-0.0486,1.0078,0.6684,0.5498,8.6848,0.5364
445469,5.5600,3.7532,0.0220,0.9602,0.4331,0.7085,8.5216,0.4859
446384,5.2000,3.6000,-0.0722,0.9501,0.5476,0.7045,8.7146,0.4620
447311,3.7200,2.7931,-0.0753,0.7890,0.5476,0.7086,8.5122,0.2718
448240,3.7200,2.4903,-0.1914,0.8932,0.7249,0.6788,8.7224,0.4509
449169,5.1600,3.6186,-0.0879,0.8765,0.3687,0.6520,8.5373,0.5574
450098,4.8400,2.3947,-0.2369,0.7620,0.7312,0.6293,8.5247,0.3337
451026,5.8400,3.1072,-0.1130,0.9937,0.4535,0.5614,8.5341,0.5367
451954,4.8000,3.6000,-0.0737,1.0109,0.4378,0.7733,8.4949,0.4990
452883,3.4400,2.5468,-0.2307,0.6942,0.4927,0.5781,8.4620,0.3879
453812,5.6800,3.2585,0.0832,0.8857,0.4189,0.6721,8.5341,0.4319
454726,5.6000,4.0988,-0.0408,0.9822,0.6731,0.5489,8.5781,0.4186
455655,4.2000,2.7423,-0.1710,0.7599,0.7484,0.6504,8.5718,0.4147
456583,5.8800,4.1696,-0.0832,0.7050,0.5884,0.5680,8.4949,0.3784
457511,5.1600,3.6952,-0.0486,0.6467,0.5052,0.6422,8.4918,0.3347
458440,5.0000,3.9799,-0.1036,0.6305,0.6025,0.7034,8.6471,0.4936
459369,5.4800,3.4539,0.0235,0.7065,0.5445,0.7071,8.6000,0.4738
460282,6.8800,4.1887,-0.0063,0.6797,0.5413,0.8397,8.6079,0.4242
461211,5.4400,2.9540,-0.0847,0.8815,0.5037,0.5747,8.3866,0.3716
462140,5.5200,3.1638,0.0706,1.1150,0.7155,0.5335,8.7161,0.3827
463054,5.6000,3.3941,-0.0110,0.9026,0.5539,0.9662,8.6989,0.4085
463982,6.0800,4.6641,0.0565,0.9218,0.5617,0.7026,8.7271,0.3269
464897,3.9200,2.7989,-0.0989,0.8546,0.5099,0.6068,8.4996,0.3822
465825,5.0800,4.7237,-0.2432,0.7645,0.5460,0.6528,8.4729,0.3731
466754,4.7600,3.5696,-0.1679,0.9043,0.5994,0.6227,8.6816,0.3961
467683,5.7200,3.9347,-0.0486,0.9409,0.6810,0.6297,8.6691,0.3668
468611,5.1600,3.0943,-0.0973,0.7172,0.5335,0.7126,8.4855,0.3379
469539,4.1200,3.2040,0.0000,0.7510,0.5460,0.6661,8.5028,0.4984
470454,4.9200,2.5756,-0.1867,0.8202,0.6292,0.5229,8.5844,0.4914
471383,6.2000,3.6111,0.0094,1.0064,0.6559,0.6230,8.5765,0.4011
472296,4.9200,2.9654,0.0581,1.0165,0.5586,0.6414,8.6173,0.3664
473210,3.9600,2.8772,-0.1412,0.8696,0.7061,0.5942,8.5294,0.4999
474139,5.4800,4.8093,0.0016,0.9471,0.5680,0.6265,8.5514,0.5843
475054,4.6800,3.5068,0.0518,0.7863,0.4911,0.5494,8.4918,0.3883
475968,3.3600,2.4475,-0.1396,0.8326,0.4158,0.7536,8.4274,0.5029
476897,3.6800,1.9539,-0.2040,0.7724,0.5696,0.6333,8.4604,0.4173
477825,3.9600,3.1302,-0.1616,1.0279,0.6402,0.4605,8.5247,0.3902
478753,4.1600,3.1709,-0.1161,0.6825,0.6198,0.7101,8.4682,0.4193
479682,2.6400,3.1608,-0.2605,0.8492,0.3938,0.5965,8.4212,0.3709
480610,2.8000,2.1354,-0.1083,0.8358,0.5680,0.7071,8.6518,0.4559
481539,3.6400,3.0578,-0.1083,0.8615,0.4692,0.6514,8.4447,0.4469
482467,3.8400,1.9116,-0.1318,0.7940,0.6276,0.6592,8.5137,0.5076
483396,5.2400,3.7977,0.0157,0.7974,0.5303,0.6186,8.5451,0.2976
484311,4.7200,4.1715,-0.0251,0.9299,0.5915,0.6852,8.5122,0.5591
485238,5.7200,4.6778,-0.0863,0.9675,0.5649,0.5827,8.4981,0.3597
486167,4.0800,3.2363,0.2181,0.8950,0.5209,0.5059,8.5891,0.4352
487081,4.9200,2.8833,-0.1412,0.7929,0.7312,0.6427,8.5592,0.3720
488010,5.3200,2.7527,-0.1381,0.7335,0.6182,0.4623,8.5655,0.4252
488938,3.2400,2.0254,-0.1334,1.0163,0.7045,0.4800,8.5592,0.4531
489867,4.4800,3.2999,0.0973,0.6967,0.4440,0.6624,8.5718,0.4126
490781,5.1200,3.6477,-0.1569,0.7981,0.5084,0.6263,8.6424,0.5132
491710,5.3600,3.5539,-0.1726,0.7608,0.6308,0.5693,8.4039,0.4618
492639,4.4800,3.5227,-0.0800,0.8382,0.4519,0.8321,8.3631,0.3554
493566,5.3600,4.1461,-0.0816,0.8397,0.5303,0.7567,8.5200,0.4013
494495,4.1200,3.2536,-0.1240,0.8248,0.5868,0.6576,8.4573,0.5425
495424,4.4400,2.9131,-0.0737,1.0332,0.5884,0.8970,8.4118,0.4862
496353,5.2800,3.3885,-0.0659,0.8163,0.5884,0.5641,8.5106,0.4387
497281,4.2800,3.0003,-0.0863,0.8277,0.5241,0.8757,8.5090,0.4442
498209,4.3200,4.1349,-0.0439,0.7857,0.4566,0.5440,8.5388,0.3754
499138,5.4000,4.5519,-0.0816,0.7649,0.5303,0.5919,8.5326,0.3929
500067,5.2800,3.9347,-0.2103,0.7266,0.5413,0.6898,8.5922,0.4847
500995,4.4400,3.5898,-0.0926,0.4577,0.5194,0.7359,8.7161,0.4128
501923,5.0000,3.4756,-0.0926,0.6636,0.6308,0.5865,8.4981,0.4067
502852,4.6800,2.9627,-0.0110,0.7857,0.5853,0.7113,8.6895,0.4117
503781,4.8400,4.0663,0.1381,0.9029,0.5994,0.7298,8.4573,0.3152
504695,5.2000,3.2125,-0.0408,0.7690,0.4927,0.6773,8.5106,0.4151
505623,4.8400,3.7808,-0.2275,0.5396,0.7547,0.5366,8.5451,0.4006
506552,3.1200,2.4871,-0.2573,0.6341,0.6025,0.6655,8.4965,0.3913
507481,4.6400,2.8549,0.0314,0.7922,0.5649,0.5844,8.6644,0.4300
508395,4.6400,3.5539,-0.0298,0.7252,0.4723,0.5491,8.6032,0.3308
509323,3.6400,3.0968,-0.0377,0.7424,0.6276,0.5356,8.6550,0.4109
510252,6.1600,5.1356,-0.0455,0.9180,0.6778,0.7510,8.5420,0.3527
511180,3.0000,2.1726,-0.0628,0.7866,0.6590,0.6174,8.6157,0.4225
512109,6.8000,4.8908,-0.0596,0.6963,0.7798,0.9115,8.4933,0.3384
513037,4.9600,3.6275,0.1051,0.9062,0.5241,0.5910,8.5451,0.4325
513951,4.5200,4.0012,0.0675,0.9469,0.4864,0.6537,8.4761,0.4159
514866,6.1600,3.9363,0.1145,0.7923,0.6119,0.5202,8.6016,0.3635
515780,5.0000,4.4542,-0.0471,0.7090,0.6763,0.6589,8.7036,0.4214
516709,6.1200,4.8441,-0.1930,0.8078,0.6778,0.6945,8.4416,0.3756
517637,2.7200,2.2542,0.0471,0.8144,0.5868,0.6471,8.5953,0.3732
518551,4.1200,2.9842,-0.0188,0.8956,0.6637,0.7385,8.5388,0.3963
519480,6.2000,3.9598,-0.0753,0.6432,0.6700,0.5242,8.3976,0.4314
520409,3.9600,3.2060,-0.0267,0.5869,0.6449,0.6488,8.5263,0.3354
521337,3.0400,2.5687,-0.0769,0.7119,0.5931,0.5771,8.4949,0.4002
522265,4.3200,3.2090,-0.0596,0.7281,0.7092,0.6837,8.5184,0.4252
523194,5.9200,3.5768,-0.0863,0.7576,0.5288,0.7237,8.8181,0.3916
524123,5.4000,3.6111,0.0800,0.7066,0.6057,0.6744,8.5828,0.3777
525037,4.5200,3.8587,-0.0753,0.7920,0.5068,0.6202,8.5326,0.2986
525965,4.8400,2.7082,-0.1977,0.7946,0.5790,0.7045,8.5153,0.3695
526894,4.9600,4.2377,-0.2652,0.6984,0.5507,0.5680,8.4792,0.3564
527822,5.2000,3.9699,-0.2181,0.7193,0.6088,0.5282,8.5687,0.3496
528751,4.6800,3.5521,-0.2103,0.6560,0.6386,0.6435,8.6424,0.3943
529679,4.4800,3.3241,0.0675,0.8081,0.7798,0.5866,8.5577,0.3801
530593,3.9200,3.2609,-0.1161,0.7017,0.7641,0.7172,8.6895,0.3960
531522,3.4400,2.5468,0.0424,0.7486,0.5586,0.5410,8.6126,0.4410
532436,5.8000,3.9900,0.0126,0.8665,0.4692,0.6338,8.6000,0.3483
533351,5.5600,3.7850,-0.2542,0.6284,0.7296,0.5023,8.3537,0.4085
534279,5.4400,3.2135,-0.1036,0.7518,0.6480,0.5365,8.6408,0.4006
535207,3.1200,2.5972,-0.1491,0.7551,0.6841,0.5049,8.5232,0.3931
536136,5.8800,4.6245,-0.1820,0.7540,0.6010,0.7035,8.6503,0.4277
537065,3.4400,2.2105,-0.1444,0.5655,0.6465,0.6574,8.4855,0.3889
537993,4.9600,3.1046,-0.1161,0.7854,0.5900,0.5722,8.4478,0.3792
538921,5.4400,4.2716,-0.1287,0.8008,0.5680,0.5993,8.4259,0.4277
539850,6.1600,4.4423,-0.0047,0.7626,0.5476,0.5636,8.6110,0.4287
540779,4.1600,3.4949,0.1130,0.7692,0.6245,0.7722,8.4777,0.3623
541693,3.4800,2.7730,0.1051,0.8334,0.6465,0.5550,8.6267,0.4194
542607,4.4800,3.3241,0.1208,0.7601,0.4629,0.6081,8.5922,0.3855
543521,5.6800,3.9061,-0.0800,1.0007,0.7798,0.6458,8.5640,0.3652
544450,5.5600,4.2150,0.2354,1.0192,0.5727,0.6010,8.3647,0.4057
545364,4.4400,4.1769,0.0471,0.7714,0.4848,0.5071,8.6801,0.3697
546279,4.8400,4.1826,-0.0769,0.7868,0.6841,0.3888,8.6047,0.4939
547207,3.5600,2.4993,-0.1412,0.7670,0.7500,0.6090,8.5122,0.2681
548135,4.4800,4.2059,-0.1538,0.9090,0.6182,0.6856,8.5592,0.3698
549064,5.4800,2.8442,-0.0016,0.8812,0.6213,0.7192,8.6236,0.4026
549993,3.9200,3.0974,0.0235,0.7820,0.5366,0.6740,8.7428,0.4263
550906,5.6000,4.3451,-0.2055,0.6347,0.5962,0.6407,8.6016,0.2964
551835,6.2400,3.8810,-0.0361,0.7890,0.6198,0.7387,8.6471,0.4289
552764,4.6800,3.4954,-0.0330,0.7193,0.7155,0.5676,8.7099,0.4272
553693,3.0800,2.7701,0.0110,0.8666,0.4739,0.8014,8.5655,0.4207
554606,4.6800,4.2021,-0.1051,0.7386,0.5335,0.7884,8.6032,0.3777
555535,5.1600,3.4139,-0.0330,0.9620,0.4613,0.6743,8.5012,0.5004
556464,4.4000,3.2496,0.0141,0.8202,0.4848,0.7864,8.4165,0.4627
557378,6.2800,3.3648,-0.0722,0.8199,0.5931,0.5413,8.5765,0.5072
558307,5.3600,4.4171,-0.0235,0.6682,0.6653,0.6402,8.6816,0.4067
559235,7.2400,4.7098,0.0282,0.9506,0.5570,0.6410,8.5702,0.3910
560149,4.7200,3.3289,-0.0502,0.7215,0.6872,0.6806,8.5012,0.4286
561078,3.8000,2.5923,-0.0502,0.8115,0.7124,0.7379,8.5577,0.4154
562007,5.3600,4.9950,0.0628,0.6986,0.6763,0.5516,8.6471,0.4600
562921,4.5200,2.8861,-0.1836,0.5864,0.6119,0.5687,8.5765,0.4906
563849,5.9200,3.7301,-0.0737,0.7855,0.5790,0.7068,8.5985,0.4351
564777,3.7200,3.0792,-0.1287,0.9174,0.4974,0.6580,8.4902,0.3818
565706,4.4800,3.1764,-0.1271,0.9642,0.4974,0.6543,8.5232,0.5142
566635,5.7600,4.0028,-0.1192,0.6053,0.5711,0.6713,8.4714,0.4488
567563,4.5600,3.8271,0.0675,1.0594,0.5194,0.6625,8.5467,0.5052
568477,3.6800,2.7672,-0.0785,0.7798,0.6370,0.6361,8.6189,0.4161
569406,6.0000,4.1952,-0.2071,0.6943,0.5947,0.7346,8.5483,0.5407
570335,4.6800,3.7064,-0.1993,0.6954,0.6669,0.7077,8.3710,0.3616
571262,3.6400,2.9917,-0.0675,0.9329,0.6370,0.5315,8.4353,0.3534
572191,4.9200,3.5205,-0.1255,0.7309,0.5853,0.8281,8.4118,0.5681
573120,5.4400,3.7532,0.0549,0.7668,0.6213,0.6485,8.5545,0.5525
574034,5.5600,4.6654,-0.2354,0.7649,0.5602,0.5816,8.7256,0.5028
574963,3.6000,2.2091,0.0471,0.7068,0.6151,0.7474,8.4996,0.3149
575877,4.5600,2.8577,0.1883,0.7955,0.5209,0.8970,8.5906,0.3445
576791,5.7600,4.0917,-0.0471,0.9301,0.5225,0.7266,8.4133,0.4560
577720,4.2800,3.0922,-0.1804,0.6430,0.4425,0.6063,8.5608,0.4467
578649,4.0000,2.1166,-0.0188,0.9117,0.4017,0.5307,8.7052,0.4393
579576,5.0800,3.2732,-0.2432,0.6934,0.3860,0.7556,8.4933,0.4492
580505,3.7200,2.7058,-0.0330,0.8646,0.7704,0.5473,8.5655,0.4311
581434,5.2000,5.0438,0.0439,0.7343,0.7406,0.7401,8.5404,0.3449
582348,4.1200,3.1025,-0.1412,0.6940,0.6323,0.5661,8.6816,0.4322
583277,5.4000,4.0596,-0.0141,0.6769,0.6935,0.7033,8.6628,0.4200
584205,5.4000,3.4986,-0.0282,0.7450,0.6935,0.5192,8.5420,0.4769
585134,4.8800,3.7981,-0.1585,0.7481,0.6370,0.6077,8.4306,0.5081
586062,4.4000,3.0332,-0.0847,0.8288,0.5664,0.7169,8.4902,0.4160
